numathlete	nom	numnation
1628	nom_du_N1628_nation_15	15
1629	nom_du_N1629_nation_30	30
1630	nom_du_N1630_nation_8	8
1631	nom_du_N1631_nation_89	89
1632	nom_du_N1632_nation_3	3
1633	nom_du_N1633_nation_6	6
1634	nom_du_N1634_nation_7	7
1635	nom_du_N1635_nation_35	35
1636	nom_du_N1636_nation_26	26
1637	nom_du_N1637_nation_64	64
1638	nom_du_N1638_nation_52	52
1639	nom_du_N1639_nation_66	66
1640	nom_du_N1640_nation_15	15
1641	nom_du_N1641_nation_61	61
1642	nom_du_N1642_nation_65	65
1643	nom_du_N1643_nation_31	31
1644	nom_du_N1644_nation_36	36
1645	nom_du_N1645_nation_90	90
1646	nom_du_N1646_nation_81	81
1647	nom_du_N1647_nation_3	3
1648	nom_du_N1648_nation_79	79
1649	nom_du_N1649_nation_6	6
1650	nom_du_N1650_nation_17	17
1651	nom_du_N1651_nation_38	38
1652	nom_du_N1652_nation_55	55
1653	nom_du_N1653_nation_23	23
1654	nom_du_N1654_nation_4	4
1655	nom_du_N1655_nation_31	31
1656	nom_du_N1656_nation_43	43
1657	nom_du_N1657_nation_25	25
1658	nom_du_N1658_nation_39	39
1659	nom_du_N1659_nation_48	48
1660	nom_du_N1660_nation_7	7
1661	nom_du_N1661_nation_40	40
1662	nom_du_N1662_nation_36	36
1663	nom_du_N1663_nation_22	22
1664	nom_du_N1664_nation_65	65
1665	nom_du_N1665_nation_33	33
1666	nom_du_N1666_nation_28	28
1667	nom_du_N1667_nation_65	65
1668	nom_du_N1668_nation_91	91
1669	nom_du_N1669_nation_22	22
1670	nom_du_N1670_nation_58	58
1671	nom_du_N1671_nation_72	72
1672	nom_du_N1672_nation_7	7
1673	nom_du_N1673_nation_97	97
1674	nom_du_N1674_nation_88	88
1675	nom_du_N1675_nation_69	69
1676	nom_du_N1676_nation_94	94
1677	nom_du_N1677_nation_33	33
1678	nom_du_N1678_nation_33	33
1679	nom_du_N1679_nation_86	86
1680	nom_du_N1680_nation_1	1
1681	nom_du_N1681_nation_38	38
1682	nom_du_N1682_nation_76	76
1683	nom_du_N1683_nation_47	47
1684	nom_du_N1684_nation_57	57
1685	nom_du_N1685_nation_71	71
1686	nom_du_N1686_nation_61	61
1687	nom_du_N1687_nation_44	44
1688	nom_du_N1688_nation_69	69
1689	nom_du_N1689_nation_88	88
1690	nom_du_N1690_nation_1	1
1691	nom_du_N1691_nation_40	40
1692	nom_du_N1692_nation_52	52
1693	nom_du_N1693_nation_64	64
1694	nom_du_N1694_nation_51	51
1695	nom_du_N1695_nation_9	9
1696	nom_du_N1696_nation_90	90
1697	nom_du_N1697_nation_59	59
1698	nom_du_N1698_nation_65	65
1699	nom_du_N1699_nation_46	46
1700	nom_du_N1700_nation_89	89
1701	nom_du_N1701_nation_10	10
1702	nom_du_N1702_nation_50	50
1703	nom_du_N1703_nation_97	97
1704	nom_du_N1704_nation_1	1
1705	nom_du_N1705_nation_32	32
1706	nom_du_N1706_nation_85	85
1707	nom_du_N1707_nation_58	58
1708	nom_du_N1708_nation_64	64
1709	nom_du_N1709_nation_3	3
1710	nom_du_N1710_nation_69	69
1711	nom_du_N1711_nation_54	54
1712	nom_du_N1712_nation_9	9
1713	nom_du_N1713_nation_50	50
1714	nom_du_N1714_nation_49	49
1715	nom_du_N1715_nation_8	8
1716	nom_du_N1716_nation_96	96
1717	nom_du_N1717_nation_33	33
1718	nom_du_N1718_nation_37	37
1719	nom_du_N1719_nation_23	23
1720	nom_du_N1720_nation_35	35
1721	nom_du_N1721_nation_37	37
1722	nom_du_N1722_nation_76	76
1723	nom_du_N1723_nation_31	31
1724	nom_du_N1724_nation_3	3
1725	nom_du_N1725_nation_14	14
1726	nom_du_N1726_nation_58	58
1727	nom_du_N1727_nation_79	79
1728	nom_du_N1728_nation_88	88
1729	nom_du_N1729_nation_42	42
1730	nom_du_N1730_nation_78	78
1731	nom_du_N1731_nation_62	62
1732	nom_du_N1732_nation_62	62
1733	nom_du_N1733_nation_79	79
1734	nom_du_N1734_nation_41	41
1735	nom_du_N1735_nation_31	31
1736	nom_du_N1736_nation_44	44
1737	nom_du_N1737_nation_100	100
1738	nom_du_N1738_nation_47	47
1739	nom_du_N1739_nation_72	72
1740	nom_du_N1740_nation_16	16
1741	nom_du_N1741_nation_24	24
1742	nom_du_N1742_nation_78	78
1743	nom_du_N1743_nation_7	7
1744	nom_du_N1744_nation_37	37
1745	nom_du_N1745_nation_61	61
1746	nom_du_N1746_nation_61	61
1747	nom_du_N1747_nation_35	35
1748	nom_du_N1748_nation_21	21
1749	nom_du_N1749_nation_80	80
1750	nom_du_N1750_nation_94	94
1751	nom_du_N1751_nation_52	52
1752	nom_du_N1752_nation_5	5
1753	nom_du_N1753_nation_14	14
1754	nom_du_N1754_nation_30	30
1755	nom_du_N1755_nation_13	13
1756	nom_du_N1756_nation_2	2
1757	nom_du_N1757_nation_100	100
1758	nom_du_N1758_nation_54	54
1759	nom_du_N1759_nation_55	55
1760	nom_du_N1760_nation_89	89
1761	nom_du_N1761_nation_85	85
1762	nom_du_N1762_nation_4	4
1763	nom_du_N1763_nation_85	85
1764	nom_du_N1764_nation_67	67
1765	nom_du_N1765_nation_91	91
1766	nom_du_N1766_nation_95	95
1767	nom_du_N1767_nation_6	6
1768	nom_du_N1768_nation_81	81
1769	nom_du_N1769_nation_85	85
1770	nom_du_N1770_nation_99	99
1771	nom_du_N1771_nation_96	96
1772	nom_du_N1772_nation_63	63
1773	nom_du_N1773_nation_74	74
1774	nom_du_N1774_nation_23	23
1775	nom_du_N1775_nation_43	43
1776	nom_du_N1776_nation_93	93
1777	nom_du_N1777_nation_18	18
1778	nom_du_N1778_nation_34	34
1779	nom_du_N1779_nation_47	47
1780	nom_du_N1780_nation_37	37
1781	nom_du_N1781_nation_38	38
1782	nom_du_N1782_nation_10	10
1783	nom_du_N1783_nation_17	17
1784	nom_du_N1784_nation_5	5
1785	nom_du_N1785_nation_38	38
1786	nom_du_N1786_nation_43	43
1787	nom_du_N1787_nation_55	55
1788	nom_du_N1788_nation_88	88
1789	nom_du_N1789_nation_62	62
1790	nom_du_N1790_nation_84	84
1791	nom_du_N1791_nation_9	9
1792	nom_du_N1792_nation_62	62
1793	nom_du_N1793_nation_40	40
1794	nom_du_N1794_nation_29	29
1795	nom_du_N1795_nation_66	66
1796	nom_du_N1796_nation_48	48
1797	nom_du_N1797_nation_36	36
1798	nom_du_N1798_nation_64	64
1799	nom_du_N1799_nation_13	13
1800	nom_du_N1800_nation_40	40
1801	nom_du_N1801_nation_62	62
1802	nom_du_N1802_nation_61	61
1803	nom_du_N1803_nation_100	100
1804	nom_du_N1804_nation_26	26
1805	nom_du_N1805_nation_57	57
1806	nom_du_N1806_nation_90	90
1807	nom_du_N1807_nation_25	25
1808	nom_du_N1808_nation_86	86
1809	nom_du_N1809_nation_50	50
1810	nom_du_N1810_nation_25	25
1811	nom_du_N1811_nation_23	23
1812	nom_du_N1812_nation_65	65
1813	nom_du_N1813_nation_99	99
1814	nom_du_N1814_nation_70	70
1815	nom_du_N1815_nation_47	47
1816	nom_du_N1816_nation_76	76
1817	nom_du_N1817_nation_27	27
1818	nom_du_N1818_nation_69	69
1819	nom_du_N1819_nation_4	4
1820	nom_du_N1820_nation_82	82
1821	nom_du_N1821_nation_52	52
1822	nom_du_N1822_nation_10	10
1823	nom_du_N1823_nation_72	72
1824	nom_du_N1824_nation_58	58
1825	nom_du_N1825_nation_62	62
1826	nom_du_N1826_nation_36	36
1827	nom_du_N1827_nation_75	75
1828	nom_du_N1828_nation_2	2
1829	nom_du_N1829_nation_76	76
1830	nom_du_N1830_nation_88	88
1831	nom_du_N1831_nation_100	100
1832	nom_du_N1832_nation_61	61
1833	nom_du_N1833_nation_61	61
1834	nom_du_N1834_nation_90	90
1835	nom_du_N1835_nation_45	45
1836	nom_du_N1836_nation_8	8
1837	nom_du_N1837_nation_74	74
1838	nom_du_N1838_nation_86	86
1839	nom_du_N1839_nation_61	61
1840	nom_du_N1840_nation_83	83
1841	nom_du_N1841_nation_20	20
1842	nom_du_N1842_nation_94	94
1843	nom_du_N1843_nation_17	17
1844	nom_du_N1844_nation_26	26
1845	nom_du_N1845_nation_49	49
1846	nom_du_N1846_nation_59	59
1847	nom_du_N1847_nation_57	57
1848	nom_du_N1848_nation_4	4
1849	nom_du_N1849_nation_52	52
1850	nom_du_N1850_nation_88	88
1851	nom_du_N1851_nation_75	75
1852	nom_du_N1852_nation_25	25
1853	nom_du_N1853_nation_44	44
1854	nom_du_N1854_nation_95	95
1855	nom_du_N1855_nation_41	41
1856	nom_du_N1856_nation_38	38
1857	nom_du_N1857_nation_69	69
1858	nom_du_N1858_nation_14	14
1859	nom_du_N1859_nation_17	17
1860	nom_du_N1860_nation_6	6
1861	nom_du_N1861_nation_30	30
1862	nom_du_N1862_nation_98	98
1863	nom_du_N1863_nation_52	52
1864	nom_du_N1864_nation_58	58
1865	nom_du_N1865_nation_49	49
1866	nom_du_N1866_nation_33	33
1867	nom_du_N1867_nation_27	27
1868	nom_du_N1868_nation_7	7
1869	nom_du_N1869_nation_34	34
1870	nom_du_N1870_nation_57	57
1871	nom_du_N1871_nation_57	57
1872	nom_du_N1872_nation_27	27
1873	nom_du_N1873_nation_62	62
1874	nom_du_N1874_nation_78	78
1875	nom_du_N1875_nation_60	60
1876	nom_du_N1876_nation_51	51
1877	nom_du_N1877_nation_26	26
1878	nom_du_N1878_nation_22	22
1879	nom_du_N1879_nation_47	47
1880	nom_du_N1880_nation_68	68
1881	nom_du_N1881_nation_25	25
1882	nom_du_N1882_nation_35	35
1883	nom_du_N1883_nation_96	96
1884	nom_du_N1884_nation_60	60
1885	nom_du_N1885_nation_62	62
1886	nom_du_N1886_nation_64	64
1887	nom_du_N1887_nation_89	89
1888	nom_du_N1888_nation_86	86
1889	nom_du_N1889_nation_58	58
1890	nom_du_N1890_nation_18	18
1891	nom_du_N1891_nation_69	69
1892	nom_du_N1892_nation_58	58
1893	nom_du_N1893_nation_5	5
1894	nom_du_N1894_nation_90	90
1895	nom_du_N1895_nation_35	35
1896	nom_du_N1896_nation_98	98
1897	nom_du_N1897_nation_78	78
1898	nom_du_N1898_nation_53	53
1899	nom_du_N1899_nation_66	66
1900	nom_du_N1900_nation_38	38
1901	nom_du_N1901_nation_28	28
1902	nom_du_N1902_nation_66	66
1903	nom_du_N1903_nation_61	61
1904	nom_du_N1904_nation_53	53
1905	nom_du_N1905_nation_81	81
1906	nom_du_N1906_nation_71	71
1907	nom_du_N1907_nation_50	50
1908	nom_du_N1908_nation_65	65
1909	nom_du_N1909_nation_29	29
1910	nom_du_N1910_nation_11	11
1911	nom_du_N1911_nation_91	91
1912	nom_du_N1912_nation_7	7
1913	nom_du_N1913_nation_21	21
1914	nom_du_N1914_nation_36	36
1915	nom_du_N1915_nation_78	78
1916	nom_du_N1916_nation_56	56
1917	nom_du_N1917_nation_63	63
1918	nom_du_N1918_nation_12	12
1919	nom_du_N1919_nation_96	96
1920	nom_du_N1920_nation_100	100
1921	nom_du_N1921_nation_74	74
1922	nom_du_N1922_nation_8	8
1923	nom_du_N1923_nation_54	54
1924	nom_du_N1924_nation_85	85
1925	nom_du_N1925_nation_96	96
1926	nom_du_N1926_nation_74	74
1927	nom_du_N1927_nation_30	30
1928	nom_du_N1928_nation_92	92
1929	nom_du_N1929_nation_95	95
1930	nom_du_N1930_nation_98	98
1931	nom_du_N1931_nation_22	22
1932	nom_du_N1932_nation_47	47
1933	nom_du_N1933_nation_10	10
1934	nom_du_N1934_nation_63	63
1935	nom_du_N1935_nation_72	72
1936	nom_du_N1936_nation_63	63
1937	nom_du_N1937_nation_36	36
1938	nom_du_N1938_nation_77	77
1939	nom_du_N1939_nation_29	29
1940	nom_du_N1940_nation_96	96
1941	nom_du_N1941_nation_5	5
1942	nom_du_N1942_nation_89	89
1943	nom_du_N1943_nation_91	91
1944	nom_du_N1944_nation_69	69
1945	nom_du_N1945_nation_56	56
1946	nom_du_N1946_nation_89	89
1947	nom_du_N1947_nation_25	25
1948	nom_du_N1948_nation_25	25
1949	nom_du_N1949_nation_66	66
1950	nom_du_N1950_nation_28	28
1951	nom_du_N1951_nation_63	63
1952	nom_du_N1952_nation_23	23
1953	nom_du_N1953_nation_60	60
1954	nom_du_N1954_nation_45	45
1955	nom_du_N1955_nation_96	96
1956	nom_du_N1956_nation_20	20
1957	nom_du_N1957_nation_79	79
1958	nom_du_N1958_nation_81	81
1959	nom_du_N1959_nation_79	79
1960	nom_du_N1960_nation_89	89
1961	nom_du_N1961_nation_64	64
1962	nom_du_N1962_nation_16	16
1963	nom_du_N1963_nation_38	38
1964	nom_du_N1964_nation_91	91
1965	nom_du_N1965_nation_90	90
1966	nom_du_N1966_nation_91	91
1967	nom_du_N1967_nation_68	68
1968	nom_du_N1968_nation_44	44
1969	nom_du_N1969_nation_42	42
1970	nom_du_N1970_nation_32	32
1971	nom_du_N1971_nation_40	40
1972	nom_du_N1972_nation_50	50
1973	nom_du_N1973_nation_68	68
1974	nom_du_N1974_nation_79	79
1975	nom_du_N1975_nation_30	30
1976	nom_du_N1976_nation_12	12
1977	nom_du_N1977_nation_13	13
1978	nom_du_N1978_nation_7	7
1979	nom_du_N1979_nation_88	88
1980	nom_du_N1980_nation_5	5
1981	nom_du_N1981_nation_87	87
1982	nom_du_N1982_nation_97	97
1983	nom_du_N1983_nation_86	86
1984	nom_du_N1984_nation_3	3
1985	nom_du_N1985_nation_18	18
1986	nom_du_N1986_nation_83	83
1987	nom_du_N1987_nation_64	64
1988	nom_du_N1988_nation_11	11
1989	nom_du_N1989_nation_53	53
1990	nom_du_N1990_nation_3	3
1991	nom_du_N1991_nation_66	66
1992	nom_du_N1992_nation_48	48
1993	nom_du_N1993_nation_7	7
1994	nom_du_N1994_nation_64	64
1995	nom_du_N1995_nation_11	11
1996	nom_du_N1996_nation_21	21
1997	nom_du_N1997_nation_24	24
1998	nom_du_N1998_nation_59	59
1999	nom_du_N1999_nation_72	72
2000	nom_du_N2000_nation_42	42
2001	nom_du_N2001_nation_70	70
2002	nom_du_N2002_nation_27	27
2003	nom_du_N2003_nation_21	21
2004	nom_du_N2004_nation_39	39
2005	nom_du_N2005_nation_52	52
2006	nom_du_N2006_nation_11	11
2007	nom_du_N2007_nation_30	30
2008	nom_du_N2008_nation_68	68
2009	nom_du_N2009_nation_77	77
2010	nom_du_N2010_nation_33	33
2011	nom_du_N2011_nation_39	39
2012	nom_du_N2012_nation_53	53
2013	nom_du_N2013_nation_77	77
2014	nom_du_N2014_nation_50	50
2015	nom_du_N2015_nation_69	69
2016	nom_du_N2016_nation_76	76
2017	nom_du_N2017_nation_13	13
2018	nom_du_N2018_nation_5	5
2019	nom_du_N2019_nation_77	77
2020	nom_du_N2020_nation_69	69
2021	nom_du_N2021_nation_8	8
2022	nom_du_N2022_nation_50	50
2023	nom_du_N2023_nation_16	16
2024	nom_du_N2024_nation_55	55
2025	nom_du_N2025_nation_62	62
2026	nom_du_N2026_nation_42	42
2027	nom_du_N2027_nation_51	51
2028	nom_du_N2028_nation_29	29
2029	nom_du_N2029_nation_44	44
2030	nom_du_N2030_nation_64	64
2031	nom_du_N2031_nation_69	69
2032	nom_du_N2032_nation_87	87
2033	nom_du_N2033_nation_95	95
2034	nom_du_N2034_nation_50	50
2035	nom_du_N2035_nation_73	73
2036	nom_du_N2036_nation_40	40
2037	nom_du_N2037_nation_23	23
2038	nom_du_N2038_nation_86	86
2039	nom_du_N2039_nation_27	27
2040	nom_du_N2040_nation_81	81
2041	nom_du_N2041_nation_20	20
2042	nom_du_N2042_nation_11	11
2043	nom_du_N2043_nation_49	49
2044	nom_du_N2044_nation_14	14
2045	nom_du_N2045_nation_57	57
2046	nom_du_N2046_nation_41	41
2047	nom_du_N2047_nation_4	4
2048	nom_du_N2048_nation_69	69
2049	nom_du_N2049_nation_42	42
2050	nom_du_N2050_nation_25	25
2051	nom_du_N2051_nation_80	80
2052	nom_du_N2052_nation_3	3
2053	nom_du_N2053_nation_40	40
2054	nom_du_N2054_nation_40	40
2055	nom_du_N2055_nation_92	92
2056	nom_du_N2056_nation_9	9
2057	nom_du_N2057_nation_42	42
2058	nom_du_N2058_nation_83	83
2059	nom_du_N2059_nation_78	78
2060	nom_du_N2060_nation_31	31
2061	nom_du_N2061_nation_91	91
2062	nom_du_N2062_nation_76	76
2063	nom_du_N2063_nation_33	33
2064	nom_du_N2064_nation_29	29
2065	nom_du_N2065_nation_82	82
2066	nom_du_N2066_nation_11	11
2067	nom_du_N2067_nation_46	46
2068	nom_du_N2068_nation_58	58
2069	nom_du_N2069_nation_94	94
2070	nom_du_N2070_nation_22	22
2071	nom_du_N2071_nation_81	81
2072	nom_du_N2072_nation_3	3
2073	nom_du_N2073_nation_98	98
2074	nom_du_N2074_nation_16	16
2075	nom_du_N2075_nation_5	5
2076	nom_du_N2076_nation_21	21
2077	nom_du_N2077_nation_10	10
2078	nom_du_N2078_nation_3	3
2079	nom_du_N2079_nation_47	47
2080	nom_du_N2080_nation_24	24
2081	nom_du_N2081_nation_50	50
2082	nom_du_N2082_nation_62	62
2083	nom_du_N2083_nation_80	80
2084	nom_du_N2084_nation_78	78
2085	nom_du_N2085_nation_4	4
2086	nom_du_N2086_nation_12	12
2087	nom_du_N2087_nation_17	17
2088	nom_du_N2088_nation_100	100
2089	nom_du_N2089_nation_31	31
2090	nom_du_N2090_nation_83	83
2091	nom_du_N2091_nation_31	31
2092	nom_du_N2092_nation_99	99
2093	nom_du_N2093_nation_71	71
2094	nom_du_N2094_nation_63	63
2095	nom_du_N2095_nation_59	59
2096	nom_du_N2096_nation_59	59
2097	nom_du_N2097_nation_54	54
2098	nom_du_N2098_nation_28	28
2099	nom_du_N2099_nation_48	48
2100	nom_du_N2100_nation_32	32
2101	nom_du_N2101_nation_21	21
2102	nom_du_N2102_nation_83	83
2103	nom_du_N2103_nation_100	100
2104	nom_du_N2104_nation_33	33
2105	nom_du_N2105_nation_84	84
2106	nom_du_N2106_nation_48	48
2107	nom_du_N2107_nation_74	74
2108	nom_du_N2108_nation_31	31
2109	nom_du_N2109_nation_73	73
2110	nom_du_N2110_nation_42	42
2111	nom_du_N2111_nation_53	53
2112	nom_du_N2112_nation_45	45
2113	nom_du_N2113_nation_64	64
2114	nom_du_N2114_nation_16	16
2115	nom_du_N2115_nation_95	95
2116	nom_du_N2116_nation_97	97
2117	nom_du_N2117_nation_46	46
2118	nom_du_N2118_nation_36	36
2119	nom_du_N2119_nation_52	52
2120	nom_du_N2120_nation_65	65
2121	nom_du_N2121_nation_88	88
2122	nom_du_N2122_nation_95	95
2123	nom_du_N2123_nation_56	56
2124	nom_du_N2124_nation_66	66
2125	nom_du_N2125_nation_68	68
2126	nom_du_N2126_nation_54	54
2127	nom_du_N2127_nation_54	54
2128	nom_du_N2128_nation_30	30
2129	nom_du_N2129_nation_27	27
2130	nom_du_N2130_nation_91	91
2131	nom_du_N2131_nation_42	42
2132	nom_du_N2132_nation_73	73
2133	nom_du_N2133_nation_27	27
2134	nom_du_N2134_nation_95	95
2135	nom_du_N2135_nation_34	34
2136	nom_du_N2136_nation_59	59
2137	nom_du_N2137_nation_30	30
2138	nom_du_N2138_nation_53	53
2139	nom_du_N2139_nation_30	30
2140	nom_du_N2140_nation_23	23
2141	nom_du_N2141_nation_22	22
2142	nom_du_N2142_nation_91	91
2143	nom_du_N2143_nation_16	16
2144	nom_du_N2144_nation_53	53
2145	nom_du_N2145_nation_65	65
2146	nom_du_N2146_nation_48	48
2147	nom_du_N2147_nation_89	89
2148	nom_du_N2148_nation_29	29
2149	nom_du_N2149_nation_20	20
2150	nom_du_N2150_nation_3	3
2151	nom_du_N2151_nation_96	96
2152	nom_du_N2152_nation_60	60
2153	nom_du_N2153_nation_89	89
2154	nom_du_N2154_nation_32	32
2155	nom_du_N2155_nation_52	52
2156	nom_du_N2156_nation_19	19
2157	nom_du_N2157_nation_42	42
2158	nom_du_N2158_nation_74	74
2159	nom_du_N2159_nation_61	61
2160	nom_du_N2160_nation_15	15
2161	nom_du_N2161_nation_34	34
2162	nom_du_N2162_nation_49	49
2163	nom_du_N2163_nation_49	49
2164	nom_du_N2164_nation_30	30
2165	nom_du_N2165_nation_37	37
2166	nom_du_N2166_nation_53	53
2167	nom_du_N2167_nation_12	12
2168	nom_du_N2168_nation_89	89
2169	nom_du_N2169_nation_13	13
2170	nom_du_N2170_nation_81	81
2171	nom_du_N2171_nation_6	6
2172	nom_du_N2172_nation_19	19
2173	nom_du_N2173_nation_27	27
2174	nom_du_N2174_nation_91	91
2175	nom_du_N2175_nation_13	13
2176	nom_du_N2176_nation_82	82
2177	nom_du_N2177_nation_88	88
2178	nom_du_N2178_nation_96	96
2179	nom_du_N2179_nation_35	35
2180	nom_du_N2180_nation_95	95
2181	nom_du_N2181_nation_95	95
2182	nom_du_N2182_nation_21	21
2183	nom_du_N2183_nation_65	65
2184	nom_du_N2184_nation_81	81
2185	nom_du_N2185_nation_91	91
2186	nom_du_N2186_nation_53	53
2187	nom_du_N2187_nation_67	67
2188	nom_du_N2188_nation_65	65
2189	nom_du_N2189_nation_95	95
2190	nom_du_N2190_nation_50	50
2191	nom_du_N2191_nation_27	27
2192	nom_du_N2192_nation_3	3
2193	nom_du_N2193_nation_37	37
2194	nom_du_N2194_nation_55	55
2195	nom_du_N2195_nation_13	13
2196	nom_du_N2196_nation_10	10
2197	nom_du_N2197_nation_54	54
2198	nom_du_N2198_nation_38	38
2199	nom_du_N2199_nation_53	53
2200	nom_du_N2200_nation_89	89
2201	nom_du_N2201_nation_100	100
2202	nom_du_N2202_nation_18	18
2203	nom_du_N2203_nation_97	97
2204	nom_du_N2204_nation_91	91
2205	nom_du_N2205_nation_26	26
2206	nom_du_N2206_nation_86	86
2207	nom_du_N2207_nation_78	78
2208	nom_du_N2208_nation_15	15
2209	nom_du_N2209_nation_8	8
2210	nom_du_N2210_nation_82	82
2211	nom_du_N2211_nation_76	76
2212	nom_du_N2212_nation_70	70
2213	nom_du_N2213_nation_13	13
2214	nom_du_N2214_nation_1	1
2215	nom_du_N2215_nation_42	42
2216	nom_du_N2216_nation_27	27
2217	nom_du_N2217_nation_32	32
2218	nom_du_N2218_nation_4	4
2219	nom_du_N2219_nation_12	12
2220	nom_du_N2220_nation_19	19
2221	nom_du_N2221_nation_4	4
2222	nom_du_N2222_nation_84	84
2223	nom_du_N2223_nation_100	100
2224	nom_du_N2224_nation_45	45
2225	nom_du_N2225_nation_35	35
2226	nom_du_N2226_nation_93	93
2227	nom_du_N2227_nation_75	75
2228	nom_du_N2228_nation_76	76
2229	nom_du_N2229_nation_99	99
2230	nom_du_N2230_nation_25	25
2231	nom_du_N2231_nation_33	33
2232	nom_du_N2232_nation_68	68
2233	nom_du_N2233_nation_88	88
2234	nom_du_N2234_nation_17	17
2235	nom_du_N2235_nation_97	97
2236	nom_du_N2236_nation_51	51
2237	nom_du_N2237_nation_100	100
2238	nom_du_N2238_nation_66	66
2239	nom_du_N2239_nation_100	100
2240	nom_du_N2240_nation_96	96
2241	nom_du_N2241_nation_51	51
2242	nom_du_N2242_nation_93	93
2243	nom_du_N2243_nation_35	35
2244	nom_du_N2244_nation_54	54
2245	nom_du_N2245_nation_68	68
2246	nom_du_N2246_nation_51	51
2247	nom_du_N2247_nation_94	94
2248	nom_du_N2248_nation_54	54
2249	nom_du_N2249_nation_79	79
2250	nom_du_N2250_nation_25	25
2251	nom_du_N2251_nation_72	72
2252	nom_du_N2252_nation_72	72
2253	nom_du_N2253_nation_7	7
2254	nom_du_N2254_nation_11	11
2255	nom_du_N2255_nation_61	61
2256	nom_du_N2256_nation_42	42
2257	nom_du_N2257_nation_67	67
2258	nom_du_N2258_nation_83	83
2259	nom_du_N2259_nation_73	73
2260	nom_du_N2260_nation_90	90
2261	nom_du_N2261_nation_69	69
2262	nom_du_N2262_nation_37	37
2263	nom_du_N2263_nation_78	78
2264	nom_du_N2264_nation_23	23
2265	nom_du_N2265_nation_43	43
2266	nom_du_N2266_nation_37	37
2267	nom_du_N2267_nation_72	72
2268	nom_du_N2268_nation_92	92
2269	nom_du_N2269_nation_10	10
2270	nom_du_N2270_nation_31	31
2271	nom_du_N2271_nation_51	51
2272	nom_du_N2272_nation_38	38
2273	nom_du_N2273_nation_48	48
2274	nom_du_N2274_nation_94	94
2275	nom_du_N2275_nation_2	2
2276	nom_du_N2276_nation_38	38
2277	nom_du_N2277_nation_1	1
2278	nom_du_N2278_nation_62	62
2279	nom_du_N2279_nation_2	2
2280	nom_du_N2280_nation_76	76
2281	nom_du_N2281_nation_31	31
2282	nom_du_N2282_nation_26	26
2283	nom_du_N2283_nation_36	36
2284	nom_du_N2284_nation_21	21
2285	nom_du_N2285_nation_34	34
2286	nom_du_N2286_nation_91	91
2287	nom_du_N2287_nation_39	39
2288	nom_du_N2288_nation_35	35
2289	nom_du_N2289_nation_34	34
2290	nom_du_N2290_nation_67	67
2291	nom_du_N2291_nation_37	37
2292	nom_du_N2292_nation_25	25
2293	nom_du_N2293_nation_20	20
2294	nom_du_N2294_nation_89	89
2295	nom_du_N2295_nation_73	73
2296	nom_du_N2296_nation_73	73
2297	nom_du_N2297_nation_98	98
2298	nom_du_N2298_nation_34	34
2299	nom_du_N2299_nation_21	21
2300	nom_du_N2300_nation_100	100
2301	nom_du_N2301_nation_86	86
2302	nom_du_N2302_nation_67	67
2303	nom_du_N2303_nation_13	13
2304	nom_du_N2304_nation_87	87
2305	nom_du_N2305_nation_13	13
2306	nom_du_N2306_nation_64	64
2307	nom_du_N2307_nation_73	73
2308	nom_du_N2308_nation_9	9
2309	nom_du_N2309_nation_65	65
2310	nom_du_N2310_nation_49	49
2311	nom_du_N2311_nation_82	82
2312	nom_du_N2312_nation_93	93
2313	nom_du_N2313_nation_96	96
2314	nom_du_N2314_nation_97	97
2315	nom_du_N2315_nation_71	71
2316	nom_du_N2316_nation_33	33
2317	nom_du_N2317_nation_35	35
2318	nom_du_N2318_nation_29	29
2319	nom_du_N2319_nation_100	100
2320	nom_du_N2320_nation_29	29
2321	nom_du_N2321_nation_24	24
2322	nom_du_N2322_nation_68	68
2323	nom_du_N2323_nation_79	79
2324	nom_du_N2324_nation_15	15
2325	nom_du_N2325_nation_39	39
2326	nom_du_N2326_nation_70	70
2327	nom_du_N2327_nation_52	52
2328	nom_du_N2328_nation_62	62
2329	nom_du_N2329_nation_5	5
2330	nom_du_N2330_nation_13	13
2331	nom_du_N2331_nation_35	35
2332	nom_du_N2332_nation_18	18
2333	nom_du_N2333_nation_97	97
2334	nom_du_N2334_nation_28	28
2335	nom_du_N2335_nation_67	67
2336	nom_du_N2336_nation_71	71
2337	nom_du_N2337_nation_4	4
2338	nom_du_N2338_nation_90	90
2339	nom_du_N2339_nation_85	85
2340	nom_du_N2340_nation_72	72
2341	nom_du_N2341_nation_88	88
2342	nom_du_N2342_nation_41	41
2343	nom_du_N2343_nation_66	66
2344	nom_du_N2344_nation_24	24
2345	nom_du_N2345_nation_60	60
2346	nom_du_N2346_nation_88	88
2347	nom_du_N2347_nation_25	25
2348	nom_du_N2348_nation_59	59
2349	nom_du_N2349_nation_65	65
2350	nom_du_N2350_nation_14	14
2351	nom_du_N2351_nation_40	40
2352	nom_du_N2352_nation_16	16
2353	nom_du_N2353_nation_13	13
2354	nom_du_N2354_nation_17	17
2355	nom_du_N2355_nation_26	26
2356	nom_du_N2356_nation_62	62
2357	nom_du_N2357_nation_18	18
2358	nom_du_N2358_nation_27	27
2359	nom_du_N2359_nation_99	99
2360	nom_du_N2360_nation_43	43
2361	nom_du_N2361_nation_45	45
2362	nom_du_N2362_nation_7	7
2363	nom_du_N2363_nation_41	41
